"C57BL6_0dpi_rep1","C57BL6_0dpi_rep2","C57BL6_1stInf_5dpi_rep1","C57BL6_1stInf_5dpi_rep2","C57BL6_2ndInf_5dpi_rep1","NMRI_1stInf_3dpi_rep1","NMRI_1stInf_3dpi_rep2","NMRI_1stInf_5dpi_rep1","NMRI_1stInf_5dpi_rep2","NMRI_1stInf_5dpi_rep3","NMRI_1stInf_7dpi_rep1","NMRI_1stInf_7dpi_rep2","NMRI_2ndInf_0dpi_rep1","NMRI_2ndInf_0dpi_rep2","NMRI_2ndInf_3dpi_rep2","NMRI_2ndInf_5dpi_rep1","NMRI_2ndInf_7dpi_rep1","NMRI_2ndInf_7dpi_rep2","Rag_0dpi_rep1","Rag_0dpi_rep2","Rag_1stInf_5dpi_rep1","Rag_1stInf_5dpi_rep2","Rag_2ndInf_5dpi_rep1"
"ENSMUSG00000000876",2044,3025,1553,1194,1005,4298,12188,3321,6798,3918,138,1123,8886,2953,2462,12925,1541,4034,1058,2275,1216,969,1276
"ENSMUSG00000000881",4434,6866,5948,3561,4194,16534,45199,27442,22038,31153,748,5542,24182,7781,7261,40203,4846,9685,3573,7263,5667,4922,5535
"ENSMUSG00000000884",244,443,390,57,764,1572,4106,714,1865,1757,27,847,1330,593,1023,3160,953,836,344,477,447,341,673
"ENSMUSG00000000889",0,0,0,2,0,0,5,0,0,2,0,0,3,0,0,2,2,1,0,0,0,0,0
"ENSMUSG00000000901",19,19,8,7,7,43,116,45,61,64,3,36,97,99,57,335,60,69,25,28,15,8,10
"ENSMUSG00000000902",5764,8430,8192,1516,12558,29566,68113,24589,42327,45164,1614,16701,32066,10287,17642,79979,16931,13831,5921,9108,9891,7462,11638
"ENSMUSG00000000903",6,5,2,9,3,17,29,17,32,75,0,42,24,5,20,151,80,19,2,3,0,4,1
"ENSMUSG00000000915",3880,5039,6366,1818,7742,21809,53705,21071,31332,25438,1330,12738,20347,7057,13929,58551,11337,10362,3363,6737,7918,6187,9602
"ENSMUSG00000000916",1012,1755,1736,247,2509,6807,17391,3165,10285,7858,307,2869,6655,1996,3967,13955,3691,3199,982,1717,2109,1593,3277
"ENSMUSG00000000934",443,634,472,61,715,1896,3724,654,2139,1808,112,624,2269,580,1009,3135,902,846,337,500,543,506,867
"ENSMUSG00000000938",3154,3834,2743,1257,3470,12932,26812,13374,23204,18335,567,6922,16813,6102,10317,50237,6573,9996,2667,4299,4179,3794,6139
"ENSMUSG00000000942",33,51,24,4,33,169,350,66,210,150,8,50,312,54,85,417,56,114,14,65,32,42,39
"ENSMUSG00000000948",1042,1185,650,663,598,2887,6594,2108,4125,3431,75,763,5312,2012,1776,10702,1044,2125,587,925,516,462,519
"ENSMUSG00000000957",1243,2259,1532,275,3160,3319,7995,1216,4507,2592,234,1734,3721,1296,2345,7331,1955,2707,1499,2412,2851,2053,4396
"ENSMUSG00000000958",949,1622,911,224,1016,3001,6677,4643,3923,5980,294,2241,4022,1759,1444,8658,1459,1635,1180,2741,2018,1863,2019
"ENSMUSG00000000959",3355,4707,2871,714,3923,13458,28618,7035,18636,13329,517,5303,17646,5358,6737,33397,6769,7972,2568,4407,3826,3110,5113
"ENSMUSG00000000976",991,1469,1338,393,1456,6132,13680,4367,9675,7725,403,3547,6406,1845,2874,17124,2915,2859,723,1491,1541,1320,2246
"ENSMUSG00000000982",2,3,539,43,93,90,406,1107,328,3163,363,1250,72,85,141,4587,1010,223,12,18,28,16,58
"ENSMUSG00000000983",0,0,22,4,86,36,85,140,82,387,17,76,9,33,101,365,42,37,2,62,107,20,104
"ENSMUSG00000001014",0,1,10,0,6,3,15,7,11,11,4,28,3,3,8,51,19,6,0,1,1,0,1
"ENSMUSG00000001016",3180,4986,4925,818,7925,21929,42459,10665,29919,30947,1328,11090,20582,5395,9799,47253,11901,9817,3326,4464,6012,4568,8741
"ENSMUSG00000001017",9960,15333,13599,4368,16120,46422,110359,32835,70721,66396,2895,24252,55386,17626,26280,123036,25640,26164,10240,13539,15420,10823,21514
"ENSMUSG00000001018",3086,4486,2410,881,2058,7775,15637,4409,10779,9639,399,2279,11992,3863,3842,19723,3773,4933,2215,2653,2330,2067,3706
"ENSMUSG00000001020",15,32,94,45,125,42,266,149,178,718,169,684,109,133,207,2119,961,205,28,62,37,66,105
"ENSMUSG00000001021",6,0,1,0,1,1,16,35,6,22,0,48,1,4,21,42,21,7,0,1,0,1,0
"ENSMUSG00000001023",4,0,3,0,0,5,4,2,2,8,0,0,13,5,1,3,9,1,1,2,0,3,0
"ENSMUSG00000001025",28900,37605,38867,12709,36245,79863,192097,271620,85997,268880,14576,98841,118709,84450,47560,298990,60898,51270,18114,50499,53886,36216,35693
"ENSMUSG00000001027",0,0,0,1,1,0,0,2,2,7,0,0,3,0,1,6,2,2,0,0,1,0,0
"ENSMUSG00000001029",1,15,23,11,14,33,156,104,78,775,47,360,42,76,83,828,237,56,0,3,3,0,2
"ENSMUSG00000001034",2616,3329,2400,884,2653,9128,22201,9997,14514,11493,768,6410,12386,4966,6186,27202,5497,5893,1821,3548,2554,2393,3223
"ENSMUSG00000001036",1632,1960,924,255,985,4052,8204,1977,5081,3374,197,1993,5040,1603,2116,8500,1935,2524,676,1226,1215,852,1683
"ENSMUSG00000001039",259,346,343,59,460,1632,3732,1200,2295,2706,116,1195,1845,425,1077,4102,1041,1029,204,218,338,204,423
"ENSMUSG00000001052",3140,4427,4492,1634,3256,16390,39544,12458,24411,23172,1030,8165,17907,4312,6256,44637,6613,7029,2169,4428,4666,3656,5975
"ENSMUSG00000001053",224,314,787,78,1264,1603,5768,1046,2637,3024,142,1669,1527,524,1273,5223,1690,940,224,301,814,327,1492
"ENSMUSG00000001054",1290,1839,1313,365,1318,3614,9904,3288,6029,6456,295,2519,5694,2149,2737,14303,3190,2961,872,1597,1474,1133,1819
"ENSMUSG00000001056",2143,3854,4830,684,9455,18463,37448,10402,23148,25484,1307,10740,11820,4288,10762,34221,11412,8333,4576,4786,7465,4993,9437
"ENSMUSG00000001076",0,0,0,0,1,0,5,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0
"ENSMUSG00000001082",3082,6363,5916,753,7703,20758,51880,14112,26075,24978,1347,11735,20032,7312,13891,53899,14108,11432,3916,5077,7683,5798,11645
"ENSMUSG00000001089",9849,16614,14065,6131,7760,50656,124756,40965,68343,71149,2138,19535,56827,18173,18182,146013,15853,28974,6617,15590,12777,9772,15229
"ENSMUSG00000001095",3353,6443,5289,5901,1955,13664,69961,20077,19735,10886,660,4048,45799,22694,8407,45047,2723,14375,6239,18013,4518,8360,5234
"ENSMUSG00000001098",7595,9704,8094,3360,7793,27561,66632,40157,47625,51501,2367,19754,34228,14748,15476,92251,14318,17109,5982,12912,12427,9458,11284
"ENSMUSG00000001100",3566,5277,3860,965,5363,15880,32787,7247,20441,15637,680,5512,19224,5683,7987,32754,7107,8038,3124,4531,4799,3370,6507
"ENSMUSG00000001103",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"ENSMUSG00000001105",3282,4169,3100,1614,4141,8766,21948,8615,14149,12520,508,3845,15624,5602,7122,28551,5671,7644,2548,4057,3414,3149,4020
"ENSMUSG00000001119",15,4,10,11,11,17,61,5,26,101,2,28,27,262,71,139,124,23,3,23,9,13,14
"ENSMUSG00000001120",1,0,2,9,11,32,87,64,49,149,13,26,30,40,24,247,71,14,9,2,0,0,0
"ENSMUSG00000001123",14396,18811,67269,19380,53766,177142,455346,257906,264640,372534,7028,60476,57843,20103,75594,404764,58224,53222,23986,34860,59736,32852,72746
"ENSMUSG00000001127",6761,9311,6941,2002,6333,23336,59396,18642,36414,26949,1168,9326,35193,11337,13199,64552,10873,15046,5211,9023,7350,5845,9417
"ENSMUSG00000001128",66,86,134,54,109,342,1037,737,424,1207,216,791,548,329,369,1865,826,343,57,136,113,104,138
"ENSMUSG00000001131",0,5,7,6,8,5,66,82,16,94,20,55,19,10,10,118,25,3,2,6,2,0,12
"ENSMUSG00000001134",1582,2237,1991,470,2641,5504,13075,4629,8423,8929,224,2022,7107,2629,3381,13934,3312,4442,1308,2393,2160,1594,2750
"ENSMUSG00000001138",709,1211,778,231,767,2910,6821,2328,3953,3070,157,1427,4238,1299,1711,7437,1278,1782,412,869,751,717,1022
"ENSMUSG00000001143",760,1167,974,675,759,3006,9180,3686,5935,5351,173,1553,5864,1980,1614,12014,1571,1794,670,1095,1021,731,846
"ENSMUSG00000001150",1584,2775,1991,662,1789,7614,17823,5803,10987,9506,472,3776,9669,3143,3659,22289,3567,4405,1277,2563,1992,1788,2685
"ENSMUSG00000001151",1468,2516,1974,399,1920,9681,19098,4330,10642,8119,453,4633,8851,2691,3604,21398,4333,4056,1341,2483,2304,1976,3636
"ENSMUSG00000001155",1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000001156",7119,22385,44198,26448,12434,60790,247446,150221,75022,161767,5047,31073,55866,30263,21483,190815,16398,33160,11373,31293,30875,21086,18570
"ENSMUSG00000001157",2491,3674,1707,904,1648,9277,20714,6029,15305,13070,438,3201,18539,4045,3510,27530,3319,5398,1689,2408,1997,1541,3095
"ENSMUSG00000001158",1530,1885,1901,805,2312,6179,14050,5865,10877,11534,338,2643,7759,2841,4291,18152,3505,4265,1659,2113,2130,1629,2468
"ENSMUSG00000001166",112,177,146,36,138,281,918,743,424,1001,27,235,485,171,167,1392,248,298,186,215,163,130,210
"ENSMUSG00000001168",18,15,39,7,6,27,272,57,84,69,0,19,53,15,15,86,5,33,9,10,14,10,33
"ENSMUSG00000001173",1734,2066,1081,350,590,3946,9528,2921,6269,5277,199,1373,9544,2504,1640,12040,1624,2648,852,1605,993,927,1640
"ENSMUSG00000001175",51810,76700,74416,44927,51152,219263,561189,311980,328550,421533,9494,78762,275631,93725,99665,717923,80030,136393,51363,101340,76687,69591,79073
"ENSMUSG00000001211",4776,7708,4624,1481,5152,14523,38966,10610,22085,17266,625,6606,24392,7863,8272,41340,7725,10206,2872,4856,4195,3121,5774
"ENSMUSG00000001225",53188,109414,78421,57136,18750,143040,534021,76432,151996,96193,861,9070,296441,83630,33315,279598,15091,135147,32046,72484,21760,30972,43419
"ENSMUSG00000001227",112,145,88,33,88,179,857,416,347,332,86,386,362,178,173,1145,157,179,99,276,179,201,137
"ENSMUSG00000001228",1945,4537,5726,810,8836,28120,61846,9559,31496,29656,1357,13986,14323,4161,11612,58804,13547,9272,3409,4177,6608,4613,10459
"ENSMUSG00000001229",2677,3941,3729,1118,3717,13577,36381,15656,22220,18017,745,7575,14295,5833,8203,43303,6831,7058,2976,7432,6137,5445,6567
"ENSMUSG00000001240",3089,4505,3324,989,3622,9638,22467,7326,13751,12415,336,3453,13624,5004,5950,23584,5130,6746,2620,4201,3642,2942,4271
"ENSMUSG00000001247",3001,6714,3442,556,6906,13250,28892,8036,14683,13955,1376,13235,24163,7281,11096,27412,14176,9591,2274,2900,3177,2025,5725
"ENSMUSG00000001248",274,453,475,377,988,2152,8182,4941,5002,19197,1726,12699,5254,5713,6017,50950,12046,5705,253,547,271,370,465
"ENSMUSG00000001249",63,141,65,3,82,196,910,19,215,89,6,37,1108,232,240,369,70,178,9,4,13,0,4
"ENSMUSG00000001260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001270",492,768,830,268,1330,3907,14289,5363,14263,6328,528,5409,9212,2349,7179,45571,8734,6547,736,1909,1234,1387,2446
"ENSMUSG00000001280",3019,4475,4187,1480,2290,18866,42977,14105,26720,29263,1169,8580,21707,5158,5796,52324,6612,7841,2388,5117,4432,3425,6474
"ENSMUSG00000001281",37,77,230,156,584,1103,4192,3412,1908,10134,917,6967,1215,1643,2333,29439,7335,2614,59,170,112,80,116
"ENSMUSG00000001285",2521,3762,2992,769,5545,12749,29245,7925,17812,15799,770,5852,12985,4583,7917,30140,7650,7054,2367,3623,3773,2829,4918
"ENSMUSG00000001288",1182,1389,499,182,637,1551,3236,983,3268,1374,107,720,3914,1444,1451,5919,1050,1782,406,735,521,453,515
"ENSMUSG00000001289",13551,18123,14130,4877,18936,47763,114261,43834,67603,83902,2305,22715,73562,28615,28087,134384,29477,37657,9271,18772,16532,11431,18592
"ENSMUSG00000001300",3771,5207,4523,3531,1879,11319,40762,19753,17384,23972,456,4544,16053,6284,4091,36901,2701,7042,2619,8843,4948,4157,4804
"ENSMUSG00000001305",655,1193,1606,182,3108,5556,11885,2075,9447,8836,258,2682,4517,1303,2887,10692,2976,1983,864,1023,1892,1277,2778
"ENSMUSG00000001313",794,1063,370,259,415,871,2339,482,1514,569,35,265,2215,729,644,2450,394,862,264,538,356,355,528
"ENSMUSG00000001323",5533,8313,5789,3401,3669,17656,46828,15204,28202,28631,1027,8137,31450,9049,7613,49794,6464,10821,2329,5191,4087,3701,6371
"ENSMUSG00000001333",35,36,42,11,70,219,282,44,199,34,2,10,233,73,150,393,69,115,20,28,41,23,67
"ENSMUSG00000001334",291,224,48,13,41,72,273,21,132,85,11,17,969,212,107,234,95,118,25,14,10,3,18
"ENSMUSG00000001348",3021,4007,2496,792,3058,7727,20528,6997,14233,9993,374,2418,12056,4999,4971,24670,3536,6407,3107,6284,4697,3639,4712
"ENSMUSG00000001349",0,1,2,3,0,0,11,3,2,9,0,3,6,4,3,5,6,3,0,2,3,0,1
"ENSMUSG00000001366",2658,3810,2480,766,2911,10116,21864,9971,16014,15668,672,4933,15957,5054,5159,27990,4965,6517,2117,3605,3137,2677,3958
"ENSMUSG00000001376",1438,2535,1767,443,1739,9922,19412,5504,16106,13864,399,3687,12509,2464,3370,24852,3599,4899,1420,2118,2277,1512,3946
"ENSMUSG00000001380",1607,2512,2599,608,4190,12038,26471,9405,18141,21579,753,6682,11159,3508,5882,29966,6612,5658,2090,2858,3842,2742,4676
"ENSMUSG00000001383",2351,3273,3079,1363,3921,9524,20819,8204,15129,18173,626,4507,12856,4682,5511,28105,5446,6744,2463,3388,3373,2706,3497
"ENSMUSG00000001403",2286,3091,4615,661,6798,18455,36546,11771,23772,20440,1007,10053,14258,3725,10928,43250,11739,8409,2913,3543,5999,4745,7868
"ENSMUSG00000001415",4544,7184,6599,1543,7826,26688,63900,17857,36247,31407,1288,11307,25960,8140,13535,61722,13027,14504,3994,7743,8631,6281,10816
"ENSMUSG00000001416",13690,22881,22463,3834,36617,101836,214753,64892,157162,156058,5759,54043,93171,25106,43554,234097,51562,43722,16307,23712,29471,21839,41858
"ENSMUSG00000001418",10595,15803,9888,5635,9119,27556,75748,37440,47667,46047,1745,16274,51916,21218,20126,107815,18160,23602,8699,18398,12469,10047,11270
"ENSMUSG00000001419",4228,5272,3825,2377,3091,13302,36946,14586,20454,21399,1170,9361,20549,7088,7997,46145,7815,9183,2676,6977,4374,4072,4854
"ENSMUSG00000001420",2057,2869,2925,550,3430,9010,21654,12893,14346,14357,587,5362,7903,3522,5814,26990,4863,5570,2424,5264,4598,3371,4767
"ENSMUSG00000001424",5670,8985,9537,2049,16602,45850,101599,35779,61226,59741,2781,22694,32952,10261,21273,115605,23172,18471,8625,14120,16455,11855,19738
"ENSMUSG00000001435",27,60,41,13,32,46,71,38,77,47,4,50,108,76,56,154,60,33,22,56,45,16,73
"ENSMUSG00000001436",1137,2654,1952,154,1980,6934,16803,2572,8110,7540,315,3740,6481,1809,3087,11432,3457,2798,1084,1531,2217,1467,4135
"ENSMUSG00000001440",9833,15543,16437,3200,20686,85426,166854,37363,116785,108554,4573,42459,67443,16409,28759,194878,35866,29994,11266,14575,21404,14928,31414
"ENSMUSG00000001441",7796,10942,10082,4653,7518,37845,83015,35400,54892,53681,1588,13327,46794,13651,15596,103949,12841,18709,6111,12155,13313,10846,14011
"ENSMUSG00000001444",10,11,60,37,191,143,1016,696,572,2722,194,1630,265,431,456,6890,2120,637,15,59,19,4,25
"ENSMUSG00000001445",3146,4448,3114,1104,3464,10098,24442,8176,16318,12978,515,4041,14483,5193,6116,28452,5074,7519,2568,4134,3508,2769,4135
"ENSMUSG00000001467",4829,6808,6400,2740,5704,29343,60225,16157,43117,32974,1731,13728,26111,8419,9594,73549,9521,10455,5337,8162,10679,7553,9007
"ENSMUSG00000001473",263,389,94,61,129,376,1109,625,659,1739,104,737,1119,274,268,2506,463,334,57,117,69,55,92
"ENSMUSG00000001493",0,3,0,1,0,2,18,0,2,4,0,0,38,3,9,2,3,2,1,0,1,1,2
"ENSMUSG00000001494",2,2,0,1,1,0,0,0,2,0,1,0,3,2,1,2,0,0,0,0,0,0,1
"ENSMUSG00000001496",38,25,15,32,85,8,40,6,21,18,4,11,27,41,32,30,93,7,12,17,16,19,13
"ENSMUSG00000001497",0,0,2,1,0,0,0,0,4,0,0,6,0,2,1,8,11,4,0,0,4,5,0
"ENSMUSG00000001504",2,0,0,0,0,0,2,6,13,3,0,4,2,0,2,35,12,12,1,9,10,9,20
"ENSMUSG00000001506",24,28,22,28,39,20,130,16,85,101,6,46,62,739,284,371,126,56,9,20,13,5,7
"ENSMUSG00000001507",8421,12219,8625,2824,7786,27164,81832,51041,44927,49085,2794,21965,36904,16939,18113,99010,13835,18814,8264,20341,16179,12549,13087
"ENSMUSG00000001508",0,2,6,0,0,11,20,0,3,2,0,0,9,12,12,4,2,4,0,9,0,6,0
"ENSMUSG00000001510",1,0,2,0,0,0,6,2,0,0,0,4,0,0,1,0,2,3,0,0,0,0,2
"ENSMUSG00000001517",1271,2272,3122,352,3408,16233,29635,6449,16818,14894,695,6724,9558,2333,7245,33883,7034,6233,1694,2573,3895,2911,6321
"ENSMUSG00000001518",1330,2184,2274,359,2305,6455,15396,3649,9887,8568,294,2464,7969,1658,3682,13513,3059,3114,1519,1916,2278,1814,3671
"ENSMUSG00000001520",48,99,64,14,39,174,381,91,277,185,23,60,233,43,103,263,65,110,24,43,55,57,70
"ENSMUSG00000001521",73,141,119,29,250,788,967,380,1428,1252,60,723,478,106,436,2782,507,288,125,233,377,254,497
"ENSMUSG00000001524",1606,2499,2051,327,3644,6185,15741,3940,8960,7459,196,2935,6240,2292,3923,14669,4263,3961,1463,2448,2785,1994,3676
"ENSMUSG00000001525",7733,11151,16255,3305,34803,118942,206909,51739,119981,163915,7620,79308,54651,17811,48134,271585,71595,36521,13513,17409,26367,18931,39650
"ENSMUSG00000001542",1064,1741,1250,816,573,5607,12431,4301,7577,8063,450,2592,8379,2101,1448,14111,1435,3142,498,1242,875,630,1208
"ENSMUSG00000001552",22653,33423,27284,16000,21082,70555,197835,122201,102393,123784,4213,39877,89201,41246,40725,230788,31587,45277,21517,51532,38216,30698,31608
"ENSMUSG00000001555",0,8,3,3,2,23,60,18,20,24,2,7,50,4,10,19,13,8,0,0,0,0,0
"ENSMUSG00000001558",1,2,0,0,2,20,43,14,17,36,0,2,62,8,11,42,14,16,1,1,0,1,10
"ENSMUSG00000001566",149,307,128,30,306,603,1017,36,427,154,4,27,685,201,466,743,280,546,53,122,74,78,140
"ENSMUSG00000001569",1138,1671,1361,234,1759,7110,13298,3039,9573,8020,269,2435,7149,1823,2763,15125,3008,3427,891,1310,1558,1222,2677
"ENSMUSG00000001576",4692,7768,5144,1512,5341,18629,41847,6896,25048,18244,688,6160,28086,7045,9073,38136,8778,8616,3384,5101,6051,4211,8991
"ENSMUSG00000001583",2587,3539,3028,1482,2845,13948,34846,21676,16365,16974,488,6425,18668,6640,7084,37710,6242,9745,2434,5319,3547,3463,3862
"ENSMUSG00000001588",91,169,420,305,766,1466,6532,4529,3780,14217,1043,7389,1745,2846,4067,35580,8762,4170,90,221,103,78,185
"ENSMUSG00000001604",3208,3434,2041,770,3232,2579,6435,444,3888,2141,25,123,7873,2223,1995,9827,984,2114,2090,3177,2037,1566,2162
"ENSMUSG00000001622",2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,9,0,0,0
"ENSMUSG00000001627",2229,4360,9006,3060,4651,17959,52509,14380,32213,39992,2154,15685,21653,6435,6119,65009,10980,9453,2793,4988,6027,3822,8139
"ENSMUSG00000001630",2172,2413,4546,2409,3710,17457,40012,14092,25985,23757,515,5244,14869,3627,6020,38439,4600,6543,1716,3338,4476,3167,6142
"ENSMUSG00000001632",2856,4496,4941,1473,5408,17062,40055,13335,22032,22506,991,8296,16816,5917,9853,43397,9998,9316,3011,5189,5706,4685,7637
"ENSMUSG00000001642",3085,5799,3188,528,5663,12887,26313,5991,12454,21003,1657,12530,17993,6107,7546,31079,10128,7520,3109,4050,4008,3157,6402
"ENSMUSG00000001655",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"ENSMUSG00000001656",0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"ENSMUSG00000001657",0,0,2,0,3,0,4,2,2,2,0,0,0,2,2,2,0,6,0,3,0,1,0
"ENSMUSG00000001661",0,1,2,1,0,2,4,2,6,6,0,2,11,5,3,9,4,3,0,3,0,0,0
"ENSMUSG00000001663",1934,2037,753,413,546,1033,4377,557,2445,417,25,185,6716,1516,649,2068,534,1373,487,539,276,273,394
"ENSMUSG00000001665",5312,7142,2878,1715,2794,9012,22561,5449,13874,5854,221,2306,23268,7232,5903,25113,3924,7740,2267,4843,2658,2416,3580
"ENSMUSG00000001666",1864,2401,2201,942,2612,5363,15246,5191,9373,6906,279,2672,8469,3210,3977,18768,3622,4297,1362,2679,2104,1930,2453
"ENSMUSG00000001670",262,513,1125,412,257,903,3663,3810,1113,1873,359,1366,1882,1538,572,2378,305,930,868,2198,913,1441,943
"ENSMUSG00000001672",2130,3152,2865,1527,2210,6905,21169,12668,10622,9308,348,2851,10701,4329,4675,19035,2384,5921,2116,4236,3570,2966,3116
"ENSMUSG00000001674",974,1691,2043,282,3058,8832,20918,4984,14889,15090,602,4778,7580,1860,3457,20786,4723,3465,1214,1516,2696,1932,4200
"ENSMUSG00000001687",6164,9143,5047,3353,5818,19241,45825,16560,26188,25702,1070,7867,28351,9756,9081,51295,7057,11952,4651,9031,5774,5040,7442
"ENSMUSG00000001700",4948,6090,4427,4161,2904,10613,22628,14332,15120,21850,986,5418,17960,6333,4487,32880,4581,8363,2665,5990,3635,3611,4258
"ENSMUSG00000001707",340,490,731,130,828,2613,6701,1949,4982,6527,174,1423,2563,672,1307,6027,1445,1121,409,479,852,614,1432
"ENSMUSG00000001729",10752,15040,14213,3000,22413,48830,118780,37675,70100,60499,3439,28879,50461,17131,27893,121028,27728,26429,10299,17678,20871,15118,25351
"ENSMUSG00000001739",13783,20633,8205,1633,11809,38203,79928,20860,61809,34394,937,10022,80008,20546,24026,111661,17001,31343,8031,13791,8320,7972,13422
"ENSMUSG00000001741",87,149,121,96,179,463,1385,901,952,4413,338,2254,602,729,652,8395,2506,891,37,116,64,61,88
"ENSMUSG00000001750",3908,5563,8665,2663,9015,31501,77392,30755,46095,37706,1979,16677,24066,8478,22780,87401,15896,17595,4674,7199,8715,7941,11657
"ENSMUSG00000001751",1291,1722,754,340,865,2668,6662,1277,4491,2033,83,746,6674,1888,1726,7059,1444,2147,843,1572,924,695,1166
"ENSMUSG00000001755",2358,2902,1505,443,2352,6259,14565,3296,9064,5474,131,1510,10909,3437,3999,16378,3209,5000,1650,2914,1890,1651,2873
"ENSMUSG00000001761",882,1900,1081,162,1505,5934,13026,844,6403,2950,69,986,6769,1759,2901,9517,2631,2601,786,1116,1134,1011,2032
"ENSMUSG00000001763",499,914,319,35,348,1489,3772,221,1755,717,50,333,4375,1083,988,2110,636,1151,191,252,225,210,340
"ENSMUSG00000001767",812,1472,1336,457,1375,5771,11452,4389,8185,9127,342,2674,6578,1737,2425,16316,3000,3078,1038,1442,1441,1100,1923
"ENSMUSG00000001768",1724,2668,1688,492,1475,4520,10802,2983,6223,8036,325,3443,10169,2531,2560,14442,2773,3501,1203,2076,1600,1146,2633
"ENSMUSG00000001773",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0
"ENSMUSG00000001774",1044,1372,1286,460,1307,6950,15082,6311,20125,18181,630,5448,11576,1983,3544,30741,3249,3168,752,1230,1479,1236,2310
"ENSMUSG00000001783",5523,8003,7155,2176,10886,31106,63666,17906,43024,39478,1312,11586,31074,9355,13279,68193,13294,16441,4845,7766,9561,5907,12026
"ENSMUSG00000001785",1010,1562,1563,184,2276,7742,16010,3057,12312,10783,443,3866,7871,1899,3264,17072,3870,3555,1067,1508,2220,1575,3520
"ENSMUSG00000001786",1085,1423,1277,346,1668,4715,11361,3875,7395,7668,273,2714,6391,1935,2499,13286,2538,2619,756,1456,1196,988,1795
"ENSMUSG00000001794",32124,43027,30765,15336,26588,88242,241552,137889,132277,206269,7595,59539,141479,57536,55913,305348,55204,69700,25453,45415,39268,28951,35438
"ENSMUSG00000001802",26,40,48,2,32,23,211,13,37,23,0,14,125,25,80,78,46,15,21,32,19,21,27
"ENSMUSG00000001804",2,8,5,1,0,23,100,44,22,44,4,16,16,8,6,87,10,9,2,19,14,6,10
"ENSMUSG00000001815",2,4,1,0,1,0,0,0,0,0,0,0,0,4,0,0,3,2,0,1,0,0,2
"ENSMUSG00000001819",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001823",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0
"ENSMUSG00000001827",163,298,119,7,189,64,357,4,162,69,13,24,964,301,150,183,63,467,21,57,58,11,83
"ENSMUSG00000001829",4792,6916,4455,1233,6118,15948,39636,11219,23802,17869,936,6954,23726,7741,8881,39925,7818,9830,3550,5366,5364,3843,6416
"ENSMUSG00000001833",1884,2867,3086,1597,2474,15443,30438,12980,24347,36864,1233,9173,17613,4247,5062,50063,6441,6685,2358,3125,3696,2772,5107
"ENSMUSG00000001844",2570,4424,3041,902,2929,10028,23013,7164,13950,14119,385,3255,12912,4849,5736,26468,5156,6643,2114,3820,3413,2945,4242
"ENSMUSG00000001847",17589,27219,31145,16747,24885,111939,280278,153741,159524,263812,5179,43105,114949,32511,38528,311779,34856,46481,17355,39646,35231,24233,40380
"ENSMUSG00000001855",2039,3183,2647,576,3177,13064,26169,6422,17457,14962,757,7193,11935,3738,5492,34794,6607,5474,1798,3252,3450,2596,5215
"ENSMUSG00000001864",2,2,9,3,6,14,57,34,20,81,11,18,27,49,40,96,68,45,5,16,2,7,9
"ENSMUSG00000001865",2,2,15,19,10,526,4659,5091,494,6195,1189,8168,351,347,477,4156,1039,355,1,21,15,18,7
"ENSMUSG00000001870",12,18,24,10,12,40,28,20,10,32,0,9,18,62,46,59,27,20,6,15,10,12,17
"ENSMUSG00000001891",8545,13852,7774,4723,5023,30648,76592,21958,52418,44492,1238,9548,70584,14453,11107,95163,8640,20083,5565,9296,6183,5183,9645
"ENSMUSG00000001901",170,355,194,26,111,659,1894,191,677,361,14,33,1212,497,781,962,319,479,25,89,80,95,173
"ENSMUSG00000001909",6301,10364,8489,1085,12157,22647,56794,11043,34444,26241,1395,11410,29156,8589,14850,51508,14373,13334,5421,7806,8529,6787,12067
"ENSMUSG00000001910",4205,5834,4214,1430,5150,15982,41883,11948,23244,17717,892,8007,20209,6560,8675,44909,7827,9181,3297,5668,5163,3989,6494
"ENSMUSG00000001911",1577,2442,1993,293,2279,6064,13277,1943,7423,2970,118,2071,6566,1773,2809,10543,2114,2713,1325,2097,2326,1795,3657
"ENSMUSG00000001918",13993,23768,14555,1939,14837,41330,93052,17872,53059,42934,2283,18868,59179,15540,26249,84980,22846,20721,8667,10395,13346,9527,21992
"ENSMUSG00000001924",17242,29547,23601,8514,24795,87723,207078,84852,129265,136516,5138,41544,96969,32225,40356,260226,42312,45994,16979,33282,32007,21861,35664
