"cluster","gene","grouping"
"2230","api3231","EfaB_MINUS_14667.g1233","conserved"
"2231","api3232","EfaB_PLUS_5788.g535","Apicomplexa"
"2232","api3233","EfaB_MINUS_30201.g2345","conserved"
"2233","api3234","EfaB_PLUS_15899.g1407","conserved"
"2234","api3235","EfaB_MINUS_40637.g2680","conserved"
"2235","api3236","EfaB_MINUS_20371.g1771","Apicomplexa"
"2236","api3237","EfaB_MINUS_38801.g2633","Apicomplexa"
"2237","api3238","EfaB_PLUS_7900.g812","Apicomplexa"
"2238","api3239","EfaB_PLUS_17452.g1517","conserved"
"2239","api324","EfaB_MINUS_18869.g1677","conserved"
"2240","api3240","EfaB_PLUS_14774.g1210","conserved"
"2241","api3241","EfaB_PLUS_3881.g387","conserved"
"2242","api3242","EfaB_PLUS_5792.g549","conserved"
"2243","api3243","EfaB_MINUS_56725.g2940","Apicomplexa"
"2244","api3244","EfaB_PLUS_16835.g1433","conserved"
"2245","api3245","EfaB_MINUS_10843.g949","conserved"
"2246","api3246","EfaB_MINUS_54020.g2900","conserved"
"2247","api325","EfaB_MINUS_25052.g2115","conserved"
"2248","api3252","EfaB_MINUS_31498.g2380","Eimeria"
"2249","api3253","EfaB_MINUS_7048.g632","Coccidia"
"2250","api3257","EfaB_PLUS_49504.g2698","Eimeria"
"2251","api3258","EfaB_MINUS_1307.g181","Eimeria"
"2252","api3259","EfaB_PLUS_19717.g1632","Eimeria"
"2253","api326","EfaB_MINUS_25019.g2112","conserved"
"2254","api326","EfaB_PLUS_15724.g1357","conserved"
"2255","api3260","EfaB_MINUS_27413.g2295","Coccidia"
"2256","api3261","EfaB_PLUS_52892.g2745","Eimeria"
"2257","api3262","EfaB_MINUS_17901.g1596","Eimeria"
"2258","api3264","EfaB_MINUS_2387.g273","conserved"
"2259","api3265","EfaB_PLUS_6097.g586","Eimeria"
"2260","api3266","EfaB_MINUS_22284.g1903","Coccidia"
"2261","api3268","EfaB_MINUS_3881.g379","Eimeria"
"2262","api3269","EfaB_MINUS_24117.g2084","Eimeria"
"2263","api3271","EfaB_PLUS_11414.g992","Coccidia"
"2264","api3272","EfaB_MINUS_18472.g1652","Eimeria"
"2265","api3274","EfaB_MINUS_56725.g2945","Coccidia"
"2266","api3275","EfaB_PLUS_720.g66","Coccidia"
"2267","api3276","EfaB_MINUS_17096.g1521","Eimeria"
"2268","api3277","EfaB_PLUS_23272.g1960","Eimeria"
"2269","api3278","EfaB_PLUS_800.g78","Eimeria"
"2270","api3279","EfaB_PLUS_3881.g391","Eimeria"
"2271","api328","EfaB_MINUS_17400.g1567","conserved"
"2272","api328","EfaB_MINUS_12065.g1058","conserved"
"2273","api3286","EfaB_MINUS_8664.g860","Eimeria"
"2274","api3292","EfaB_MINUS_5792.g524","conserved"
"2275","api3306","EfaB_MINUS_13222.g1136","Apicomplexa"
"2276","api3319","EfaB_PLUS_42416.g2594","conserved"
"2277","api3324","EfaB_PLUS_16835.g1440","conserved"
"2278","api3325","EfaB_MINUS_56725.g2958","conserved"
"2279","api3328","EfaB_PLUS_24117.g1973","conserved"
"2280","api334","EfaB_MINUS_15648.g1358","conserved"
"2281","api335","EfaB_MINUS_17907.g1645","conserved"
"2282","api3350","EfaB_MINUS_42416.g2686","conserved"
"2283","api3356","EfaB_PLUS_7742.g730","conserved"
"2284","api336","EfaB_MINUS_2387.g282","conserved"
"2285","api337","EfaB_PLUS_7742.g792","conserved"
"2286","api3371","EfaB_MINUS_3881.g378","conserved"
"2287","api3380","EfaB_MINUS_14978.g1279","conserved"
"2288","api34","EfaB_PLUS_2336.g259","conserved"
"2289","api34","EfaB_PLUS_37748.g2500","conserved"
"2290","api34","EfaB_PLUS_720.g63","conserved"
"2291","api340","EfaB_MINUS_17907.g1608","conserved"
"2292","api341","EfaB_MINUS_25190.g2161","conserved"
"2293","api342","EfaB_PLUS_5670.g497","conserved"
"2294","api3427","EfaB_PLUS_25458.g2107","conserved"
"2295","api343","EfaB_MINUS_27413.g2293","conserved"
"2296","api3439","EfaB_MINUS_5788.g505","conserved"
"2297","api344","EfaB_PLUS_7742.g765","conserved"
"2298","api3444","EfaB_PLUS_118.g2","Eimeria"
"2299","api3448","EfaB_MINUS_39892.g2645","Coccidia"
"2300","api3449","EfaB_MINUS_12324.g1084","Coccidia"
"2301","api345","EfaB_MINUS_6743.g613","conserved"
"2302","api3450","EfaB_PLUS_2074.g246","Coccidia"
"2303","api3450","EfaB_MINUS_642.g47","Coccidia"
"2304","api3451","EfaB_MINUS_800.g94","conserved"
"2305","api3452","EfaB_MINUS_3881.g383","Coccidia"
"2306","api3453","EfaB_MINUS_5767.g492","Coccidia"
"2307","api3454","EfaB_MINUS_6743.g611","conserved"
"2308","api3455","EfaB_MINUS_10843.g946","Coccidia"
"2309","api3456","EfaB_MINUS_11124.g975","conserved"
"2310","api3457","EfaB_MINUS_12302.g1081","conserved"
"2311","api3458","EfaB_MINUS_12367.g1091","ApicomplexaC"
"2312","api3459","EfaB_MINUS_13385.g1196","Coccidia"
"2313","api346","EfaB_MINUS_49504.g2821","conserved"
"2314","api3460","EfaB_MINUS_30201.g2353","Apicomplexa"
"2315","api3460","EfaB_MINUS_16835.g1488","Apicomplexa"
"2316","api3461","EfaB_MINUS_17907.g1600","Coccidia"
"2317","api3462","EfaB_MINUS_17907.g1628","Coccidia"
"2318","api3463","EfaB_MINUS_20371.g1757","Coccidia"
"2319","api3464","EfaB_MINUS_20412.g1842","Coccidia"
"2320","api3465","EfaB_MINUS_22240.g1897","Coccidia"
"2321","api3466","EfaB_MINUS_22450.g1947","Coccidia"
"2322","api3467","EfaB_MINUS_26136.g2215","Eimeria"
"2323","api3468","EfaB_MINUS_27413.g2281","Coccidia"
"2324","api3469","EfaB_MINUS_28105.g2316","Coccidia"
"2325","api347","EfaB_MINUS_7900.g824","conserved"
"2326","api3470","EfaB_MINUS_31498.g2403","conserved"
"2327","api3471","EfaB_MINUS_31746.g2436","Coccidia"
"2328","api3472","EfaB_MINUS_32574.g2465","Coccidia"
"2329","api3473","EfaB_MINUS_34010.g2550","Eimeria"
"2330","api3474","EfaB_MINUS_40565.g2660","ApicomplexaC"
"2331","api3475","EfaB_MINUS_40637.g2679","ApicomplexaC"
"2332","api3476","EfaB_MINUS_42996.g2698","Coccidia"
"2333","api3477","EfaB_PLUS_1974.g209","Apicomplexa"
"2334","api3478","EfaB_PLUS_2074.g230","Eimeria"
"2335","api3479","EfaB_PLUS_2387.g276","ApicomplexaC"
"2336","api348","EfaB_PLUS_12420.g1064","conserved"
"2337","api3480","EfaB_PLUS_2387.g289","ApicomplexaC"
"2338","api3481","EfaB_PLUS_5504.g480","Apicomplexa"
"2339","api3482","EfaB_PLUS_5788.g528","Coccidia"
"2340","api3483","EfaB_PLUS_12065.g1039","Coccidia"
"2341","api3484","EfaB_PLUS_13227.g1147","Coccidia"
"2342","api3485","EfaB_PLUS_15899.g1414","Coccidia"
"2343","api3486","EfaB_PLUS_17907.g1537","Coccidia"
"2344","api3487","EfaB_PLUS_20371.g1645","Coccidia"
"2345","api3488","EfaB_PLUS_20371.g1670","Eimeria"
"2346","api3489","EfaB_PLUS_20412.g1739","ApicomplexaC"
"2347","api3490","EfaB_PLUS_20412.g1741","Apicomplexa"
"2348","api3491","EfaB_PLUS_25458.g2125","Coccidia"
"2349","api3492","EfaB_PLUS_26136.g2133","Coccidia"
"2350","api3492","EfaB_MINUS_26136.g2226","Coccidia"
"2351","api3493","EfaB_PLUS_30201.g2264","Coccidia"
"2352","api3494","EfaB_PLUS_30201.g2269","Apicomplexa"
"2353","api3495","EfaB_PLUS_31746.g2335","Coccidia"
"2354","api3496","EfaB_PLUS_40565.g2571","Eimeria"
"2355","api3497","EfaB_PLUS_40565.g2573","Apicomplexa"
"2356","api3498","EfaB_PLUS_54020.g2787","ApicomplexaC"
"2357","api356","EfaB_PLUS_11030.g936","conserved"
"2358","api356","EfaB_PLUS_43533.g2653","conserved"
"2359","api359","EfaB_MINUS_11414.g1026","conserved"
"2360","api359","EfaB_PLUS_53301.g2783","conserved"
"2361","api359","EfaB_PLUS_1001.g103","conserved"
"2362","api3596","EfaB_PLUS_31498.g2304","Apicomplexa"
"2363","api3598","EfaB_PLUS_43533.g2637","Apicomplexa"
"2364","api3599","EfaB_MINUS_4114.g404","Apicomplexa"
"2365","api36","EfaB_MINUS_7742.g781","conserved"
"2366","api36","EfaB_PLUS_22450.g1860","conserved"
"2367","api36","EfaB_MINUS_31746.g2443","conserved"
"2368","api360","EfaB_PLUS_56725.g2845","conserved"
"2369","api3600","EfaB_MINUS_15576.g1326","conserved"
"2370","api3604","EfaB_MINUS_7742.g794","Apicomplexa"
"2371","api3605","EfaB_PLUS_6035.g581","Apicomplexa"
"2372","api3607","EfaB_PLUS_13201.g1092","Apicomplexa"
"2373","api3609","EfaB_PLUS_42416.g2590","Apicomplexa"
"2374","api361","EfaB_MINUS_42996.g2713","conserved"
"2375","api3612","EfaB_MINUS_14881.g1239","Apicomplexa"
"2376","api3615","EfaB_PLUS_13398.g1173","Apicomplexa"
"2377","api3616","EfaB_MINUS_8837.g881","Apicomplexa"
"2378","api3617","EfaB_MINUS_17096.g1527","Apicomplexa"
"2379","api362","EfaB_MINUS_24117.g2069","conserved"
"2380","api3621","EfaB_PLUS_23143.g1922","conserved"
"2381","api3625","EfaB_MINUS_26136.g2222","Apicomplexa"
"2382","api363","EfaB_PLUS_15648.g1338","conserved"
"2383","api3632","EfaB_PLUS_34010.g2435","Apicomplexa"
"2384","api3634","EfaB_MINUS_6097.g569","ApicomplexaC"
"2385","api3635","EfaB_MINUS_25177.g2141","conserved"
"2386","api3636","EfaB_MINUS_15349.g1302","Apicomplexa"
"2387","api3637","EfaB_MINUS_20412.g1819","Apicomplexa"
"2388","api3638","EfaB_MINUS_34010.g2536","Apicomplexa"
"2389","api3639","EfaB_MINUS_25458.g2180","Apicomplexa"
"2390","api364","EfaB_MINUS_15349.g1295","conserved"
"2391","api3641","EfaB_PLUS_4849.g451","Apicomplexa"
"2392","api3642","EfaB_PLUS_5504.g475","Apicomplexa"
"2393","api3643","EfaB_MINUS_13201.g1121","Apicomplexa"
"2394","api3646","EfaB_PLUS_13398.g1175","Apicomplexa"
"2395","api3648","EfaB_PLUS_1068.g129","ApicomplexaC"
"2396","api365","EfaB_PLUS_1101.g154","conserved"
"2397","api3651","EfaB_MINUS_13222.g1155","Apicomplexa"
"2398","api3656","EfaB_MINUS_56725.g2967","ApicomplexaC"
"2399","api3659","EfaB_MINUS_27413.g2287","Apicomplexa"
"2400","api366","EfaB_MINUS_37748.g2592","conserved"
"2401","api366","EfaB_MINUS_37748.g2593","conserved"
"2402","api366","EfaB_PLUS_37748.g2497","conserved"
"2403","api3660","EfaB_MINUS_56725.g2955","conserved"
"2404","api3662","EfaB_PLUS_20412.g1732","conserved"
"2405","api3663","EfaB_PLUS_7048.g686","ApicomplexaC"
"2406","api367","EfaB_MINUS_23143.g1993","conserved"
"2407","api3672","EfaB_PLUS_28105.g2222","Apicomplexa"
"2408","api3675","EfaB_PLUS_40637.g2576","conserved"
"2409","api3679","EfaB_MINUS_7048.g648","ApicomplexaC"
"2410","api368","EfaB_MINUS_24117.g2068","Apicomplexa"
"2411","api368","EfaB_PLUS_56725.g2848","Apicomplexa"
"2412","api3681","EfaB_PLUS_12302.g1056","Apicomplexa"
"2413","api3688","EfaB_MINUS_3469.g345","Apicomplexa"
"2414","api369","EfaB_MINUS_23210.g2022","conserved"
"2415","api3691","EfaB_PLUS_26792.g2168","Coccidia"
"2416","api3691","EfaB_MINUS_49504.g2825","Coccidia"
"2417","api3692","EfaB_PLUS_24701.g2018","conserved"
"2418","api3696","EfaB_PLUS_28261.g2242","conserved"
"2419","api3697","EfaB_MINUS_10843.g930","Apicomplexa"
"2420","api3699","EfaB_MINUS_20437.g1850","Apicomplexa"
"2421","api370","EfaB_PLUS_11414.g982","conserved"
"2422","api3701","EfaB_PLUS_5519.g485","ApicomplexaC"
"2423","api3702","EfaB_MINUS_24117.g2070","ApicomplexaC"
"2424","api3703","EfaB_MINUS_1068.g147","Apicomplexa"
"2425","api3705","EfaB_PLUS_7048.g694","Apicomplexa"
"2426","api3706","EfaB_PLUS_6743.g614","conserved"
"2427","api3707","EfaB_MINUS_7424.g712","ApicomplexaC"
"2428","api3708","EfaB_MINUS_8664.g861","Eimeria"
"2429","api3709","EfaB_PLUS_21549.g1766","conserved"
"2430","api371","EfaB_PLUS_15899.g1397","conserved"
"2431","api3710","EfaB_MINUS_27413.g2282","Coccidia"
"2432","api3711","EfaB_PLUS_19717.g1633","conserved"
"2433","api3712","EfaB_MINUS_23210.g2018","Coccidia"
"2434","api3713","EfaB_PLUS_13227.g1153","Coccidia"
"2435","api3714","EfaB_PLUS_7048.g660","Coccidia"
"2436","api3715","EfaB_MINUS_15648.g1359","Coccidia"
"2437","api3716","EfaB_MINUS_22732.g1969","Apicomplexa"
"2438","api3717","EfaB_MINUS_2387.g297","conserved"
"2439","api3718","EfaB_PLUS_2387.g302","Coccidia"
"2440","api3720","EfaB_MINUS_13227.g1188","conserved"
"2441","api3721","EfaB_PLUS_13227.g1133","ApicomplexaC"
"2442","api3722","EfaB_MINUS_8832.g878","Coccidia"
"2443","api3723","EfaB_MINUS_11882.g1053","conserved"
"2444","api3725","EfaB_PLUS_3469.g355","ApicomplexaC"
"2445","api3726","EfaB_PLUS_33184.g2386","Coccidia"
"2446","api3727","EfaB_MINUS_11414.g1010","Coccidia"
"2447","api3728","EfaB_PLUS_720.g55","conserved"
"2448","api373","EfaB_PLUS_16835.g1428","conserved"
"2449","api3730","EfaB_PLUS_15697.g1349","ApicomplexaC"
"2450","api3731","EfaB_PLUS_6743.g622","Coccidia"
"2451","api3732","EfaB_MINUS_56725.g2960","conserved"
"2452","api3733","EfaB_MINUS_20412.g1826","ApicomplexaC"
"2453","api3734","EfaB_PLUS_16835.g1436","ApicomplexaC"
"2454","api3735","EfaB_PLUS_15576.g1283","conserved"
"2455","api3736","EfaB_MINUS_7742.g780","ApicomplexaC"
"2456","api3738","EfaB_MINUS_8664.g853","conserved"
"2457","api3739","EfaB_PLUS_7048.g697","Coccidia"
"2458","api374","EfaB_MINUS_20371.g1753","conserved"
"2459","api3740","EfaB_PLUS_23143.g1927","ApicomplexaC"
"2460","api3741","EfaB_MINUS_800.g98","Coccidia"
"2461","api3742","EfaB_PLUS_20371.g1691","conserved"
"2462","api3743","EfaB_MINUS_12420.g1094","Coccidia"
"2463","api3744","EfaB_MINUS_11124.g961","ApicomplexaC"
"2464","api3745","EfaB_PLUS_56725.g2849","ApicomplexaC"
"2465","api3746","EfaB_PLUS_8664.g843","conserved"
"2466","api3747","EfaB_MINUS_9612.g894","conserved"
"2467","api375","EfaB_MINUS_13222.g1142","conserved"
"2468","api3750","EfaB_MINUS_31746.g2427","conserved"
"2469","api3751","EfaB_PLUS_6743.g602","conserved"
"2470","api3752","EfaB_MINUS_56725.g2957","conserved"
"2471","api3753","EfaB_PLUS_28203.g2239","conserved"
"2472","api3759","EfaB_MINUS_10843.g941","conserved"
"2473","api376","EfaB_MINUS_2387.g287","conserved"
"2474","api376","EfaB_MINUS_7048.g696","conserved"
"2475","api3760","EfaB_PLUS_5788.g530","conserved"
"2476","api3762","EfaB_PLUS_497.g44","conserved"
"2477","api3763","EfaB_PLUS_17907.g1568","ApicomplexaC"
"2478","api3764","EfaB_PLUS_24117.g1966","ApicomplexaC"
"2479","api3765","EfaB_MINUS_27383.g2274","ApicomplexaC"
"2480","api3766","EfaB_MINUS_7742.g749","ApicomplexaC"
"2481","api3768","EfaB_MINUS_42416.g2692","ApicomplexaC"
"2482","api377","EfaB_PLUS_24117.g1980","conserved"
"2483","api3770","EfaB_MINUS_17400.g1574","Apicomplexa"
"2484","api3771","EfaB_PLUS_43533.g2642","ApicomplexaC"
"2485","api3772","EfaB_MINUS_1974.g221","conserved"
"2486","api3773","EfaB_PLUS_24117.g2001","ApicomplexaC"
"2487","api3774","EfaB_PLUS_52892.g2751","ApicomplexaC"
"2488","api3775","EfaB_MINUS_13385.g1189","ApicomplexaC"
"2489","api3779","EfaB_PLUS_11124.g959","ApicomplexaC"
"2490","api378","EfaB_MINUS_18472.g1658","conserved"
"2491","api3780","EfaB_PLUS_22960.g1905","ApicomplexaC"
"2492","api3781","EfaB_MINUS_2336.g255","conserved"
"2493","api3782","EfaB_PLUS_26831.g2181","ApicomplexaC"
"2494","api3783","EfaB_MINUS_8645.g826","ApicomplexaC"
"2495","api3784","EfaB_MINUS_24074.g2051","conserved"
"2496","api3785","EfaB_MINUS_17096.g1523","Coccidia"
"2497","api3786","EfaB_PLUS_53301.g2786","Apicomplexa"
"2498","api3787","EfaB_PLUS_11414.g989","Apicomplexa"
"2499","api3788","EfaB_PLUS_24074.g1964","Apicomplexa"
"2500","api379","EfaB_PLUS_21840.g1792","conserved"
"2501","api379","EfaB_MINUS_7742.g769","conserved"
"2502","api3790","EfaB_MINUS_42996.g2715","conserved"
"2503","api3791","EfaB_MINUS_42416.g2685","conserved"
"2504","api3792","EfaB_PLUS_4714.g436","conserved"
"2505","api3794","EfaB_PLUS_25177.g2059","conserved"
"2506","api3795","EfaB_PLUS_5767.g510","conserved"
"2507","api3796","EfaB_PLUS_17907.g1576","conserved"
"2508","api3797","EfaB_PLUS_7048.g654","Apicomplexa"
"2509","api3798","EfaB_PLUS_43533.g2631","Apicomplexa"
"2510","api3799","EfaB_MINUS_8837.g883","Apicomplexa"
"2511","api3800","EfaB_MINUS_15576.g1329","Apicomplexa"
"2512","api3801","EfaB_MINUS_4849.g442","Apicomplexa"
"2513","api3802","EfaB_MINUS_28203.g2326","Apicomplexa"
"2514","api3803","EfaB_PLUS_32574.g2376","conserved"
"2515","api3804","EfaB_MINUS_10843.g929","conserved"
"2516","api3805","EfaB_PLUS_38343.g2528","Apicomplexa"
"2517","api3806","EfaB_MINUS_4114.g415","conserved"
"2518","api3807","EfaB_PLUS_2074.g235","conserved"
"2519","api3808","EfaB_PLUS_7742.g781","conserved"
"2520","api3809","EfaB_MINUS_6097.g577","Apicomplexa"
"2521","api3810","EfaB_PLUS_31151.g2280","Apicomplexa"
"2522","api3811","EfaB_PLUS_3973.g399","conserved"
"2523","api3812","EfaB_PLUS_15745.g1376","Apicomplexa"
"2524","api3813","EfaB_MINUS_23272.g2041","Apicomplexa"
"2525","api3814","EfaB_PLUS_5727.g504","Apicomplexa"
"2526","api3815","EfaB_PLUS_43533.g2655","Apicomplexa"
"2527","api3816","EfaB_PLUS_2074.g237","conserved"
"2528","api3817","EfaB_MINUS_22450.g1936","conserved"
"2529","api3818","EfaB_MINUS_52892.g2864","Apicomplexa"
"2530","api3819","EfaB_PLUS_10843.g928","Apicomplexa"
"2531","api382","EfaB_MINUS_34020.g2562","conserved"
"2532","api3820","EfaB_PLUS_31498.g2317","conserved"
"2533","api3821","EfaB_PLUS_43143.g2623","Apicomplexa"
"2534","api3822","EfaB_PLUS_56725.g2803","conserved"
"2535","api3823","EfaB_MINUS_15697.g1411","Apicomplexa"
"2536","api3824","EfaB_PLUS_23210.g1939","Apicomplexa"
"2537","api3825","EfaB_PLUS_11414.g993","conserved"
"2538","api3826","EfaB_PLUS_56725.g2826","Apicomplexa"
"2539","api3827","EfaB_PLUS_14881.g1211","Apicomplexa"
"2540","api3828","EfaB_MINUS_11280.g991","Coccidia"
"2541","api3828","EfaB_MINUS_19717.g1712","Coccidia"
"2542","api3829","EfaB_MINUS_24701.g2101","Apicomplexa"
"2543","api3830","EfaB_PLUS_14978.g1236","Apicomplexa"
"2544","api3831","EfaB_MINUS_7742.g761","conserved"
"2545","api3833","EfaB_MINUS_13222.g1152","Apicomplexa"
"2546","api3834","EfaB_PLUS_11882.g1033","Apicomplexa"
"2547","api3835","EfaB_MINUS_2387.g275","Apicomplexa"
"2548","api3836","EfaB_MINUS_27262.g2269","Apicomplexa"
"2549","api3837","EfaB_PLUS_21549.g1767","Apicomplexa"
"2550","api3838","EfaB_MINUS_11135.g981","Apicomplexa"
"2551","api3839","EfaB_MINUS_4114.g399","Apicomplexa"
"2552","api384","EfaB_PLUS_50054.g2727","conserved"
"2553","api3840","EfaB_PLUS_38801.g2538","Apicomplexa"
"2554","api3841","EfaB_PLUS_56725.g2801","Apicomplexa"
"2555","api3842","EfaB_PLUS_7742.g766","Apicomplexa"
"2556","api3843","EfaB_MINUS_10843.g950","conserved"
"2557","api3844","EfaB_MINUS_24117.g2061","conserved"
"2558","api3845","EfaB_MINUS_276.g35","conserved"
"2559","api3846","EfaB_MINUS_2074.g235","conserved"
"2560","api3847","EfaB_MINUS_18869.g1672","Apicomplexa"
"2561","api385","EfaB_PLUS_15349.g1265","conserved"
"2562","api385","EfaB_PLUS_20371.g1638","conserved"
"2563","api3850","EfaB_MINUS_27383.g2275","Eimeria"
"2564","api3854","EfaB_PLUS_43533.g2668","Eimeria"
"2565","api3855","EfaB_MINUS_1307.g179","Coccidia"
"2566","api3856","EfaB_PLUS_11124.g944","Coccidia"
"2567","api3857","EfaB_MINUS_11124.g960","Coccidia"
"2568","api3858","EfaB_MINUS_10331.g912","Eimeria"
"2569","api386","EfaB_MINUS_7742.g741","conserved"
"2570","api3860","EfaB_MINUS_31498.g2408","Eimeria"
"2571","api3864","EfaB_PLUS_17195.g1495","Eimeria"
"2572","api3866","EfaB_MINUS_25458.g2190","Eimeria"
"2573","api3868","EfaB_PLUS_17907.g1553","Eimeria"
"2574","api3869","EfaB_PLUS_42996.g2597","Eimeria"
"2575","api387","EfaB_PLUS_17096.g1475","conserved"
"2576","api3870","EfaB_PLUS_18869.g1601","Eimeria"
"2577","api3872","EfaB_PLUS_24117.g1985","Eimeria"
"2578","api3873","EfaB_MINUS_17907.g1609","Eimeria"
"2579","api3874","EfaB_PLUS_1463.g187","Coccidia"
"2580","api3875","EfaB_MINUS_10331.g914","Eimeria"
"2581","api3875","EfaB_PLUS_27555.g2207","Eimeria"
"2582","api3876","EfaB_PLUS_18869.g1599","Eimeria"
"2583","api3877","EfaB_MINUS_18869.g1678","Eimeria"
"2584","api3878","EfaB_PLUS_19717.g1620","Eimeria"
"2585","api3879","EfaB_PLUS_15648.g1318","Eimeria"
"2586","api3880","EfaB_MINUS_1068.g164","Eimeria"
"2587","api3884","EfaB_PLUS_5788.g517","conserved"
"2588","api389","EfaB_MINUS_16835.g1504","conserved"
"2589","api3891","EfaB_MINUS_2336.g257","conserved"
"2590","api391","EfaB_PLUS_5504.g477","conserved"
"2591","api392","EfaB_MINUS_15899.g1468","conserved"
"2592","api3924","EfaB_PLUS_12324.g1060","conserved"
"2593","api393","EfaB_PLUS_3833.g383","conserved"
"2594","api3932","EfaB_MINUS_800.g89","conserved"
"2595","api3933","EfaB_PLUS_15576.g1298","conserved"
"2596","api395","EfaB_MINUS_20371.g1735","conserved"
"2597","api398","EfaB_MINUS_10358.g920","conserved"
"2598","api3985","EfaB_MINUS_38801.g2627","conserved"
"2599","api4","EfaB_MINUS_7048.g699","conserved"
"2600","api400","EfaB_MINUS_25177.g2130","conserved"
"2601","api400","EfaB_MINUS_43533.g2743","conserved"
"2602","api4007","EfaB_PLUS_37748.g2507","conserved"
"2603","api401","EfaB_MINUS_18749.g1666","conserved"
"2604","api403","EfaB_MINUS_50714.g2843","conserved"
"2605","api404","EfaB_PLUS_8832.g871","conserved"
"2606","api4049","EfaB_PLUS_1425.g173","conserved"
"2607","api405","EfaB_PLUS_50054.g2729","conserved"
"2608","api406","EfaB_MINUS_7048.g663","conserved"
"2609","api4061","EfaB_PLUS_17150.g1484","conserved"
"2610","api407","EfaB_MINUS_7742.g776","conserved"
"2611","api408","EfaB_MINUS_1001.g116","conserved"
"2612","api4083","EfaB_PLUS_4892.g465","Eimeria"
"2613","api4083","EfaB_MINUS_1262.g175","Eimeria"
"2614","api4084","EfaB_PLUS_28918.g2250","Eimeria"
"2615","api4086","EfaB_PLUS_7900.g813","Eimeria"
"2616","api4086","EfaB_MINUS_4114.g410","Eimeria"
"2617","api4088","EfaB_MINUS_26847.g2267","Coccidia"
"2618","api4093","EfaB_MINUS_1101.g167","Coccidia"
"2619","api4094","EfaB_MINUS_1425.g188","Coccidia"
"2620","api4095","EfaB_MINUS_2336.g253","Eimeria"
"2621","api4096","EfaB_MINUS_2387.g285","Coccidia"
"2622","api4097","EfaB_MINUS_3469.g355","Coccidia"
"2623","api4098","EfaB_MINUS_3469.g361","Coccidia"
"2624","api4099","EfaB_MINUS_4789.g435","Coccidia"
"2625","api41","EfaB_MINUS_38343.g2617","conserved"
"2626","api41","EfaB_PLUS_15349.g1253","conserved"
"2627","api41","EfaB_PLUS_27413.g2202","conserved"
"2628","api41","EfaB_MINUS_56725.g2980","conserved"
"2629","api410","EfaB_PLUS_7048.g648","conserved"
"2630","api4100","EfaB_MINUS_5670.g474","Eimeria"
"2631","api4101","EfaB_MINUS_5792.g541","Coccidia"
"2632","api4102","EfaB_MINUS_7048.g665","Coccidia"
"2633","api4103","EfaB_MINUS_11124.g962","Eimeria"
"2634","api4104","EfaB_MINUS_11124.g970","Coccidia"
"2635","api4105","EfaB_MINUS_12302.g1077","Coccidia"
"2636","api4106","EfaB_MINUS_12616.g1110","Eimeria"
"2637","api4107","EfaB_MINUS_13222.g1151","Coccidia"
"2638","api4108","EfaB_MINUS_21549.g1865","conserved"
"2639","api4109","EfaB_MINUS_24117.g2078","Eimeria"
"2640","api4110","EfaB_MINUS_24701.g2105","Eimeria"
"2641","api4111","EfaB_MINUS_25458.g2173","conserved"
"2642","api4112","EfaB_MINUS_26831.g2258","Coccidia"
"2643","api4113","EfaB_MINUS_31151.g2378","Coccidia"
"2644","api4114","EfaB_MINUS_32658.g2475","Eimeria"
"2645","api4115","EfaB_MINUS_33184.g2494","Coccidia"
"2646","api4116","EfaB_MINUS_33184.g2500","Coccidia"
"2647","api4117","EfaB_MINUS_56725.g2961","Eimeria"
"2648","api4118","EfaB_MINUS_56725.g2962","conserved"
"2649","api4119","EfaB_PLUS_720.g61","Coccidia"
"2650","api4120","EfaB_PLUS_800.g70","Eimeria"
"2651","api4121","EfaB_PLUS_1974.g217","Eimeria"
"2652","api4121","EfaB_PLUS_1974.g215","Eimeria"
"2653","api4122","EfaB_PLUS_2074.g232","Coccidia"
"2654","api4123","EfaB_PLUS_7742.g784","Coccidia"
"2655","api4124","EfaB_PLUS_10331.g900","Eimeria"
"2656","api4125","EfaB_PLUS_14667.g1204","Coccidia"
"2657","api4126","EfaB_PLUS_14667.g1207","Eimeria"
"2658","api4127","EfaB_PLUS_15349.g1270","Coccidia"
"2659","api4128","EfaB_PLUS_15648.g1332","Eimeria"
"2660","api4129","EfaB_PLUS_22284.g1815","Eimeria"
"2661","api4130","EfaB_PLUS_30201.g2266","Coccidia"
"2662","api4131","EfaB_PLUS_32574.g2356","Eimeria"
"2663","api4132","EfaB_PLUS_42996.g2595","Coccidia"
"2664","api417","EfaB_PLUS_5086.g472","conserved"
"2665","api418","EfaB_MINUS_8817.g873","conserved"
"2666","api420","EfaB_PLUS_52892.g2744","ApicomplexaC"
"2667","api420","EfaB_MINUS_7742.g804","ApicomplexaC"
"2668","api421","EfaB_PLUS_21840.g1797","conserved"
"2669","api422","EfaB_MINUS_26136.g2232","conserved"
"2670","api423","EfaB_MINUS_33184.g2482","conserved"
"2671","api425","EfaB_MINUS_14978.g1250","conserved"
"2672","api426","EfaB_MINUS_13385.g1195","conserved"
"2673","api428","EfaB_PLUS_800.g77","conserved"
"2674","api4284","EfaB_PLUS_5792.g557","Apicomplexa"
"2675","api4288","EfaB_PLUS_7048.g705","Apicomplexa"
"2676","api4289","EfaB_MINUS_56725.g2927","Coccidia"
