"gene_group" "Ontology" "GO.ID" "Term" "Annotated" "Significant" "Expected" "p.value" "adj.p"
"Mm_cluster_7" "MF" "GO:0034808" "benzo(a)pyrene 4,5-dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034810" "4,5-dihydroxybenzo(a)pyrene dioxygenase ..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034811" "benzo(a)pyrene 9,10-dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034812" "9,10-dihydroxybenzo(a)pyrene dioxygenase..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034813" "benzo(a)pyrene 7,8-dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034814" "7,8-dihydroxy benzo(a)pyrene dioxygenase..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034827" "1,2-dihydroxy-5,6,7,8-tetrahydronaphthal..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034834" "2-mercaptobenzothiazole dioxygenase acti..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034895" "pyridine-3,4-diol dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034920" "pyrene dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034922" "4,5-dihydroxypyrene dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034934" "phenanthrene-4-carboxylate dioxygenase a..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034935" "tetrachlorobenzene dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034936" "4,6-dichloro-3-methylcatechol 1,2-dioxyg..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034955" "2,3-dihydroxydiphenyl ether dioxygenase ..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0034956" "diphenyl ether 1,2-dioxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0036403" "arachidonate 8(S)-lipoxygenase activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0047074" "4-hydroxycatechol 1,2-dioxygenase activi..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0047166" "1-alkenylglycerophosphoethanolamine O-ac..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0052894" "norspermine:oxygen oxidoreductase activi..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0052895" "N1-acetylspermine:oxygen oxidoreductase ..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0097199" "cysteine-type endopeptidase activity inv..." 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:1990583" "phospholipase D activator activity" 1 1 0.01 0.00772 0.0123
"Mm_cluster_7" "MF" "GO:0016747" "transferase activity, transferring acyl ..." 165 5 1.27 0.00894 0.014
"gene_group" "Ontology" "GO.ID" "Term" "Annotated" "Significant" "Expected" "p.value" "adj.p"
"Mm_cluster_7" "BP" "GO:0060088" "auditory receptor cell stereocilium orga..." 7 2 0.05 0.0012 0.0296
"Mm_cluster_7" "BP" "GO:0042402" "cellular biogenic amine catabolic proces..." 8 2 0.06 0.0016 0.0296
"Mm_cluster_7" "BP" "GO:0043123" "positive regulation of I-kappaB kinase/N..." 116 5 0.88 0.0019 0.0296
"Mm_cluster_7" "BP" "GO:0002093" "auditory receptor cell morphogenesis" 9 2 0.07 0.002 0.0296
"Mm_cluster_7" "BP" "GO:0009310" "amine catabolic process" 9 2 0.07 0.002 0.0296
"Mm_cluster_7" "BP" "GO:0060546" "negative regulation of necroptotic proce..." 10 2 0.08 0.0025 0.0296
"Mm_cluster_7" "BP" "GO:0060117" "auditory receptor cell development" 12 2 0.09 0.0036 0.0296
"Mm_cluster_7" "BP" "GO:0060544" "regulation of necroptotic process" 12 2 0.09 0.0036 0.0296
"Mm_cluster_7" "BP" "GO:0060628" "regulation of ER to Golgi vesicle-mediat..." 12 2 0.09 0.0036 0.0296
"Mm_cluster_7" "BP" "GO:0006900" "membrane budding" 42 3 0.32 0.0039 0.0296
"Mm_cluster_7" "BP" "GO:0060547" "negative regulation of necrotic cell dea..." 13 2 0.1 0.0042 0.0296
"Mm_cluster_7" "BP" "GO:0030163" "protein catabolic process" 602 11 4.58 0.0058 0.0296
"Mm_cluster_7" "BP" "GO:0001207" "histone displacement" 1 1 0.01 0.0076 0.0296
"Mm_cluster_7" "BP" "GO:0007174" "epidermal growth factor catabolic proces..." 1 1 0.01 0.0076 0.0296
"Mm_cluster_7" "BP" "GO:0015881" "creatine transport" 1 1 0.01 0.0076 0.0296
"Mm_cluster_7" "BP" "GO:0035508" "positive regulation of myosin-light-chai..." 1 1 0.01 0.0076 0.0296
"Mm_cluster_7" "BP" "GO:0048022" "negative regulation of melanin biosynthe..." 1 1 0.01 0.0076 0.0296
"Mm_cluster_7" "BP" "GO:0051039" "positive regulation of transcription inv..." 1 1 0.01 0.0076 0.0296
"Mm_cluster_7" "BP" "GO:0070142" "synaptic vesicle budding" 1 1 0.01 0.0076 0.0296
"Mm_cluster_7" "BP" "GO:1900377" "negative regulation of secondary metabol..." 1 1 0.01 0.0076 0.0296
"Mm_cluster_7" "BP" "GO:1902598" "creatine transmembrane transport" 1 1 0.01 0.0076 0.0296
"Mm_cluster_7" "BP" "GO:1902824" "positive regulation of late endosome to ..." 1 1 0.01 0.0076 0.0296
"Mm_cluster_7" "BP" "GO:0043122" "regulation of I-kappaB kinase/NF-kappaB ..." 163 5 1.24 0.008 0.0296
"Mm_cluster_7" "BP" "GO:0010939" "regulation of necrotic cell death" 18 2 0.14 0.0081 0.0296
"Mm_cluster_7" "BP" "GO:0016050" "vesicle organization" 170 5 1.29 0.0095 0.0296
"Mm_cluster_7" "BP" "GO:0031638" "zymogen activation" 20 2 0.15 0.0099 0.0296
"Mm_cluster_7" "BP" "GO:0060122" "inner ear receptor stereocilium organiza..." 20 2 0.15 0.0099 0.0296
